code,text
06.20.00,"Attività: Estrazione di gas naturale

Questa attività **include**:
- produzione di idrocarburi gassosi greggi (gas naturale)
- estrazione di condensati
- drenaggio e separazione di frazioni di idrocarburi liquidi
- desolforazione dei gas
- estrazione di idrocarburi liquidi, ottenuti tramite liquefazione o pirolisi

Questa attività **esclude**:
- servizi sul campo effettuati per conto terzi, cfr. 09.10
- servizi di prospezione, cfr. 09.10
- servizi di trivellazioni di prova, cfr. 09.10
- raffinazione dei prodotti petroliferi, cfr. 19.20
- prospezioni geofisiche, geologiche e sismiche, cfr. 71.12
- attività di supporto all'estrazione di petrolio e gas naturale, cfr. 09.10
- attività di esplorazione, cfr. 09.10
- recupero di gas liquefatti durante la raffinazione del petrolio, cfr. 19.20
- produzione di gas industriali, cfr. 20.11
- gestione di gasdotti, cfr. 49.50

Gerarchia: Estrazione di petrolio greggio e di gas naturale > Estrazione di gas naturale"
07.10.00,"Attività: Estrazione di minerali metalliferi ferrosi

Questa attività **include**:
- estrazione di minerali dal contenuto principalmente ferroso
- arricchimento ed agglomerazione dei minerali di ferro

Questa attività **esclude**:
- arrostimento di pirite ferrosa, cfr. 20.13
- produzione di ossido di alluminio, cfr. 24.42
- gestione di altiforni, cfr. divisione 24
- estrazione e preparazione di pirite e pirrotite (eccetto l'arrostimento), cfr. 08.91

Gerarchia: Estrazione di minerali metalliferi > Estrazione di minerali metalliferi ferrosi"
07.21.00,"Attività: Estrazione di minerali di uranio e di torio

Questa attività **include**:
- estrazione di minerali che contengono principalmente uranio e torio: pechblenda eccetera
- concentrazione di tali minerali
- produzione di ossido di uranio (yellowcake)

Questa attività **esclude**:
- arrostimento di pirite ferrosa, cfr. 20.13
- produzione di ossido di alluminio, cfr. 24.42
- gestione di altiforni, cfr. divisione 24
- arricchimento dei minerali di uranio e di torio, cfr. 20.13
- produzione di uranio metallico da pechblenda o da altri minerali, cfr. 24.46
- fusione e raffinazione dell'uranio, cfr. 24.46

Gerarchia: Estrazione di minerali metalliferi > Estrazione di minerali metalliferi non ferrosi > Estrazione di minerali di uranio e di torio"
07.29.00,"Attività: Estrazione di altri minerali metalliferi non ferrosi

Questa attività **include**:
- estrazione e preparazione di minerali il cui valore è dovuto principalmente al loro tenore in metalli non ferrosi: alluminio (bauxite), rame, piombo, zinco, stagno, manganese, cromo, nickel, cobalto, molibdeno, tantalio, vanadio eccetera
- estrazione di metalli preziosi: oro, argento, platino

Questa attività **esclude**:
- arrostimento di pirite ferrosa, cfr. 20.13
- produzione di ossido di alluminio, cfr. 24.42
- gestione di altiforni, cfr. divisione 24
- estrazione e preparazione di minerali di uranio e di torio, cfr. 07.21
- produzione di ossido di alluminio, cfr. 24.42
- produzione di metalline di rame o nickel, cfr. 24.44, 24.45

Gerarchia: Estrazione di minerali metalliferi > Estrazione di minerali metalliferi non ferrosi > Estrazione di altri minerali metalliferi non ferrosi"
08.11.00,"Attività: Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia

Questa attività **include**:
- estrazione, sgrossamento e taglio di pietre monumentali e da costruzione come marmo, granito, arenaria eccetera
- spaccatura e frantumazione di pietre ornamentali e da costruzione
- estrazione, frantumazione e spaccatura di calcare
- estrazione di pietra da gesso e di anidrite
- estrazione di creta e di dolomite non calcinata

Questa attività **esclude**:
- estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti, cfr. 08.91
- produzione di dolomite calcinata, cfr. 23.52
- taglio, sagomatura e finitura di pietre al di fuori della cava, cfr. 23.70

Gerarchia: Altre attività di estrazione di minerali da cave e miniere > Estrazione di pietra, sabbia e argilla > Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia"
08.12.00,"Attività: Estrazione di ghiaia, sabbia; estrazione di argille e caolino

Questa attività **include**:
- estrazione e dragaggio di sabbia industriale, sabbia per costruzioni e ghiaia
- spaccatura e frantumazione della ghiaia .
- estrazione di sabbia
- estrazione di argille, argille refrattarie e caolino

Questa attività **esclude**:
- estrazione di sabbia bituminosa, cfr. 06.10
- estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti, cfr. 08.91

Gerarchia: Altre attività di estrazione di minerali da cave e miniere > Estrazione di pietra, sabbia e argilla > Estrazione di ghiaia e sabbia; estrazione di argille e caolino > Estrazione di ghiaia, sabbia; estrazione di argille e caolino"
08.91.00,"Attività: Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti

Questa attività **include**:
- estrazione di fosfati naturali e sali di potassio naturali
- estrazione di zolfo naturale
- estrazione e preparazione di piriti e di pirrotite (escluso l'arrostimento)
- estrazione di solfato e carbonato di bario naturale (baritina e witherite), borati naturali, solfati di magnesio naturali (kieserite)
- estrazioni di terre coloranti, fluorite e altri minerali, fonti di elementi chimici
- estrazione di guano

Questa attività **esclude**:
- estrazione di sale, cfr. 08.93
- arrostimento di piriti ferrose, cfr. 20.13
- produzione di fertilizzanti sintetici e composti azotati, cfr. 20.15

Gerarchia: Altre attività di estrazione di minerali da cave e miniere > Estrazione di minerali da cave e miniere n.c.a. > Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti"
08.92.00,"Attività: Estrazione di torba

Questa attività **esclude**:
- attività di supporto all'estrazione di torba, cfr. 09.90
- fabbricazione di bricchette di torba, cfr. 19.20
- fabbricazione di misture di terriccio per giardinaggio a base di torba, terreno naturale, sabbie, argille, fertilizzanti minerali eccetera, cfr. 20.15
- produzione di articoli di torba, cfr. 23.99

Gerarchia: Altre attività di estrazione di minerali da cave e miniere > Estrazione di minerali da cave e miniere n.c.a. > Estrazione di torba"
08.93.00,"Attività: Estrazione di sale

Questa attività **include**:
- estrazione di sale dal sottosuolo, anche mediante dissoluzione e pompaggio
- produzione di sale mediante evaporazione dell'acqua di mare o di altre acque saline
- frantumazione, purificazione e raffinazione di sale da parte del produttore
- produzione di sale da tavola senza ulteriori trattamenti

Questa attività **esclude**:
- produzione di sale con l'aggiunta di altri elementi, per esempio sale iodato, cfr. 10.84
- produzione di acqua potabile tramite evaporazione di acqua salina, cfr. 36.00

Gerarchia: Altre attività di estrazione di minerali da cave e miniere > Estrazione di minerali da cave e miniere n.c.a. > Estrazione di sale"
08.99.01,"Attività: Estrazione di asfalto e bitume naturale

Gerarchia: Altre attività di estrazione di minerali da cave e miniere > Estrazione di minerali da cave e miniere n.c.a. > Estrazione di altri minerali da cave e miniere n.c.a. > Estrazione di altri minerali n.c.a. > Estrazione di asfalto e bitume naturale"
08.99.09,"Attività: Estrazione di pomice e di altri minerali n.c.a.

Gerarchia: Altre attività di estrazione di minerali da cave e miniere > Estrazione di minerali da cave e miniere n.c.a. > Estrazione di altri minerali da cave e miniere n.c.a. > Estrazione di altri minerali n.c.a. > Estrazione di pomice e di altri minerali n.c.a."
09.10.00,"Attività: Attività di supporto all'estrazione di petrolio e di gas naturale

Questa attività **include**:
- servizi di estrazione di petrolio e gas naturale per conto terzi
- servizi di esplorazione legati all'estrazione di petrolio e gas naturale, per esempio, i metodi tradizionali di ricerca, come l'osservazione geologica sui siti potenziali
- trivellazione e ritrivellazione direzionale; lo spudding in; l'erezione, la riparazione e lo smantellamento delle torri di trivellazione (derrick) nei luoghi di estrazione; l'intonaco dei pozzi; il pompaggio dei pozzi; la chiusura e l'abbandono dei pozzi eccetera
- liquefazione e rigassificazione dei gas naturali a scopo di trasporto, effettuate sul sito di estrazione
- servizi di drenaggio e pompaggio per conto terzi per l'estrazione di petrolio e di gas naturale
- trivellazioni di prova legate all'estrazione di petrolio e gas naturale
- servizi antincendio nei siti di estrazione di petrolio e gas naturale

Questa attività **esclude**:
- attività di servizi effettuate dagli operatori dei siti di estrazione di petrolio e di gas naturale, cfr. 06.10, 06.20
- riparazione specialistica di macchinari per estrazione, cfr. 33.12
- liquefazione e rigassificazione dei gas naturali a scopo di trasporto, effettuate al di fuori del sito di estrazione, cfr. 52.21
- indagini geofisiche, geologiche e sismiche, cfr. 71.12

Gerarchia: Attività dei servizi di supporto all'estrazione > Attività di supporto all'estrazione di petrolio e di gas naturale"
09.90.01,"Attività: Attività di supporto all'estrazione di pietre ornamentali, da costruzione, da gesso, di anidrite, per calce e cementi, di dolomite, di ardesia, di ghiaia e sabbia, di argilla, di caolino, di pomice

Questa attività **include**:
- servizi di supporto per conto terzi richiesti per le attività di estrazione delle divisioni 05, 07 e 08
- servizi di esplorazione finalizzati all'attività estrattiva di minerali, per esempio, i metodi tradizionali di ricerca, come raccolta di campioni di minerali ed eseguire osservazioni geologiche sui siti potenziali
- servizi di drenaggio e pompaggio per conto terzi per l'estrazione di altri minerali
- test di trivellazione e di sondaggio per l'estrazione di altri minerali

Questa attività **esclude**:
- gestione di miniere o cave per conto terzi, cfr. divisione 05, 07 o 08
- riparazione specialistica di macchinari per l'estrazione, cfr. 33.12
- servizi di prospezione geofisica, cfr. 71.12

Gerarchia: Attività dei servizi di supporto all'estrazione > Attività di supporto per l'estrazione da cave e miniere di altri minerali > Attività di supporto all'estrazione di pietre ornamentali, da costruzione, da gesso, di anidrite, per calce e cementi, di dolomite, di ardesia, di ghiaia e sabbia, di argilla, di caolino, di pomice"
09.90.09,"Attività: Attività di supporto all'estrazione di altri minerali n.c.a.

Questa attività **include**:
- servizi di supporto per conto terzi richiesti per le attività di estrazione delle divisioni 05, 07 e 08
- servizi di esplorazione finalizzati all'attività estrattiva di minerali, per esempio, i metodi tradizionali di ricerca, come raccolta di campioni di minerali ed eseguire osservazioni geologiche sui siti potenziali
- servizi di drenaggio e pompaggio per conto terzi per l'estrazione di altri minerali
- test di trivellazione e di sondaggio per l'estrazione di altri minerali

Questa attività **esclude**:
- gestione di miniere o cave per conto terzi, cfr. divisione 05, 07 o 08
- riparazione specialistica di macchinari per l'estrazione, cfr. 33.12
- servizi di prospezione geofisica, cfr. 71.12

Gerarchia: Attività dei servizi di supporto all'estrazione > Attività di supporto per l'estrazione da cave e miniere di altri minerali > Attività di supporto all'estrazione di altri minerali n.c.a."
10.11.00,"Attività: Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi)

Questa attività **include**:
- gestione di macelli impegnati in attività di macellazione, lavorazione o confezionamento di carni quali: vitello, maiale, agnello, coniglio, pecora, cammello eccetera
- produzione di carne fresca, congelata o surgelata, in carcasse
- produzione di carne fresca, congelata o surgelata, in pezzi
- produzione di pellame proveniente dai macelli, inclusa la slanatura delle pelli
- fusione di strutto e di altri grassi commestibili di origine animale
- lavorazione delle frattaglie
- produzione di lana da slanatura delle pelli
- produzione di caglio

Questa attività **esclude**:
- fusione di grassi commestibili di pollame, cfr. 10.12
- confezionamento di carne per conto terzi, cfr. 82.92

Gerarchia: Industrie alimentari > Lavorazione e conservazione di carne e produzione di prodotti a base di carne > Lavorazione e conservazione di carne (escluso volatili) > Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi)"
10.12.00,"Attività: Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)

Questa attività **include**:
- gestione di macelli impegnati in attività di macellazione, lavorazione o confezionamento di carne di pollame
- produzione di carne fresca, congelata o surgelata in porzioni individuali
- fusione di grassi commestibili di pollame
- produzione di piume e calugine

Gerarchia: Industrie alimentari > Lavorazione e conservazione di carne e produzione di prodotti a base di carne > Lavorazione e conservazione di carne di volatili > Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)"
10.13.00,"Attività: Produzione di prodotti a base di carne (inclusa la carne di volatili)

Questa attività **include**:
- produzione di carne essiccata, salata o affumicata
- produzione di prodotti a base di carne: salsicce, salame, sanguinacci, andouillettes, cervellate, mortadelle, pâté, rillettes, prosciutto cotto
- produzione di carne in scatola
- laboratori di norcineria con eventuale negozio annesso per la vendita anche al dettaglio
- stagionatura di prosciutti e insaccati

Questa attività **esclude**:
- produzione di piatti preparati surgelati a base di carne e pollame, cfr. 10.85
- produzione di zuppe a base di carne, cfr. 10.89
- commercio all'ingrosso di carne, cfr. 46.32
- confezionamento di carne per conto terzi, cfr. 82.92

Gerarchia: Industrie alimentari > Lavorazione e conservazione di carne e produzione di prodotti a base di carne > Produzione di prodotti a base di carne (inclusa la carne di volatili)"
10.20.00,"Attività: Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera

Questa attività **include**:
- preparazione e conservazione di pesce, crostacei e molluschi mediante: congelamento, surgelamento, essiccazione, affumicatura, salatura, cottura, immersione in salamoia, inscatolamento eccetera
- produzione di prodotti a base di pesce, crostacei e molluschi: filetti di pesce, uova, caviale, succedanei del caviale eccetera
- preparazione di preparati e farine di pesce o di altri animali acquatici non adatti al consumo umano
- produzione di farina di pesce per l'alimentazione degli animali
- produzione di farina di pesce preparati per consumo umano
- attività di imbarcazioni impegnate esclusivamente nella lavorazione e nella conservazione del pesce
- lavorazione delle alghe marine

Questa attività **esclude**:
- lavorazione e conservazione del pesce su navi adibite alla pesca, cfr. 03.11
- produzione di oli e grassi di origine marina, cfr. 10.41
- produzione di piatti pronti di pesce surgelati, cfr. 10.85
- produzione di zuppe di pesce, cfr. 10.89

Gerarchia: Industrie alimentari > Lavorazione e conservazione di pesce, crostacei e molluschi > Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera"
10.31.00,"Attività: Lavorazione e conservazione delle patate

Questa attività **include**:
- produzione di patate surgelate preparate
- produzione di purè di patate disidratato
- produzione di snack a base di patate
- produzione di patatine fritte
- produzione di farina e fecola di patate
- sbucciatura industriale delle patate

Gerarchia: Industrie alimentari > Lavorazione e conservazione di frutta e ortaggi > Lavorazione e conservazione delle patate"
10.32.00,"Attività: Produzione di succhi di frutta e di ortaggi

Gerarchia: Industrie alimentari > Lavorazione e conservazione di frutta e ortaggi > Produzione di succhi di frutta e di ortaggi"
10.39.00,"Attività: Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)

Questa attività **include**:
- produzione di alimenti principalmente a base di frutta o ortaggi (esclusi i piatti pronti surgelati o in scatola)
- conservazione di frutta, frutta in guscio o ortaggi tramite: surgelamento, essiccazione, immersione in olio o aceto, inscatolamento eccetera
- produzione di prodotti a base di frutta o ortaggi
- produzione di confetture, marmellate, e gelatine da tavola
- tostatura di frutta in guscio
- produzione di alimenti e paste a base di frutta in guscio
- produzione di cibi pronti deperibili a base di frutta o ortaggi, quali: insalate, insalate miste confezionate, ortaggi sbucciati o tagliati
- produzione di conserve di pomodoro, di pomodori pelati, di passate di pomodoro

Questa attività **esclude**:
- produzione di succhi di frutta e di ortaggi, cfr. 10.32
- produzione di farina o polvere di legumi secchi, cfr. 10.61
- lavorazione dolciaria di frutta e frutta in guscio, cfr. 10.82
- produzione di piatti preparati a base di ortaggi, cfr. 10.85
- produzione di omogeneizzati dietetici, cfr. 10.86
- produzione di concentrati artificiali, cfr. 10.89

Gerarchia: Industrie alimentari > Lavorazione e conservazione di frutta e ortaggi > Altra lavorazione e conservazione di frutta e di ortaggi > Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)"
10.41.10,"Attività: Produzione di olio di oliva da olive prevalentemente non di produzione propria

Questa attività **include**:
- produzione di olio di pressione
- produzione di sanse vergini
- produzione di olio di sanse greggio

Questa attività **esclude**:
- fusione e lavorazione di strutto ed altri grassi animali, cfr. 10.11
- produzione di margarina, cfr. 10.42
- macinatura umida del granoturco, cfr. 10.62
- produzione di olio di semi di granoturco (olio di mais), cfr. 10.62
- produzione di oli essenziali, cfr. 20.53
- trattamento di olio e grassi tramite processi chimici, cfr. 20.59

Gerarchia: Industrie alimentari > Produzione di oli e grassi vegetali e animali > Produzione di oli e grassi > Produzione di olio di oliva da olive prevalentemente non di produzione propria"
10.41.20,"Attività: Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria

Questa attività **include**:
- produzione di oli vegetali grezzi: olio di semi di soia, olio di palma, olio di semi di girasole, olio di semi di cotone, olio di ravizzone, colza o senape, olio di semi di lino eccetera
- produzione di oli vegetali raffinati: olio di semi di soia eccetera
- produzione di farina o polvere non disoleata di semi o noccioli oleosi
- produzione di linter di cotone, panelli e altri residui della produzione di olio
- lavorazione di oli vegetali: soffiatura, bollitura, disidratazione, idrogenazione eccetera

Questa attività **esclude**:
- fusione e lavorazione di strutto ed altri grassi animali, cfr. 10.11
- produzione di margarina, cfr. 10.42
- macinatura umida del granoturco, cfr. 10.62
- produzione di olio di semi di granoturco (olio di mais), cfr. 10.62
- produzione di oli essenziali, cfr. 20.53
- trattamento di olio e grassi tramite processi chimici, cfr. 20.59

Gerarchia: Industrie alimentari > Produzione di oli e grassi vegetali e animali > Produzione di oli e grassi > Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria"
10.41.30,"Attività: Produzione di oli e grassi animali grezzi o raffinati

Questa attività **include**:
- produzione di oli e grassi animali non commestibili
- estrazione di oli di pesce e di mammiferi marini

Questa attività **esclude**:
- fusione e lavorazione di strutto ed altri grassi animali, cfr. 10.11
- produzione di margarina, cfr. 10.42
- macinatura umida del granoturco, cfr. 10.62
- produzione di olio di semi di granoturco (olio di mais), cfr. 10.62
- produzione di oli essenziali, cfr. 20.53
- trattamento di olio e grassi tramite processi chimici, cfr. 20.59

Gerarchia: Industrie alimentari > Produzione di oli e grassi vegetali e animali > Produzione di oli e grassi > Produzione di oli e grassi animali grezzi o raffinati"
10.42.00,"Attività: Produzione di margarina e di grassi commestibili simili

Questa attività **include**:
- produzione di margarina
- produzione di grassi da spalmare e simili
- produzione di grassi idrogenati

Gerarchia: Industrie alimentari > Produzione di oli e grassi vegetali e animali > Produzione di margarina e di grassi commestibili simili"
10.51.10,"Attività: Trattamento igienico del latte

Questa attività **esclude**:
- produzione di latte crudo (bovino), cfr. 01.41
- produzione di latte crudo (ovino, caprino, equino, da asini, da camelidi eccetera), cfr. 01.45, 01.43, 01.44
- produzione di succedanei del latte e del formaggio non caseari, cfr. 10.89

Gerarchia: Industrie alimentari > Industria lattiero-casearia > Industria lattiero-casearia, trattamento igienico, conservazione del latte > Trattamento igienico del latte"
10.51.20,"Attività: Produzione dei derivati del latte

Questa attività **include**:
- produzione di bevande a base di latte
- produzione di panna ottenuta con latte liquido fresco, pastorizzato, sterilizzato omogeneizzato
- produzione di latte in polvere o concentrato, dolcificato o meno
- produzione di latte o panna in forma solida
- produzione di burro
- produzione di yogurt
- produzione di formaggio e cagliata
- produzione di siero di latte
- produzione di caseina greggia o lattosio
- produzione di starter (fermenti lattici)

Questa attività **esclude**:
- produzione di latte crudo (bovino), cfr. 01.41
- produzione di latte crudo (ovino, caprino, equino, da asini, da camelidi eccetera), cfr. 01.45, 01.43, 01.44
- produzione di succedanei del latte e del formaggio non caseari, cfr. 10.89

Gerarchia: Industrie alimentari > Industria lattiero-casearia > Industria lattiero-casearia, trattamento igienico, conservazione del latte > Produzione dei derivati del latte"
10.52.00,"Attività: Produzione di gelati senza vendita diretta al pubblico

Gerarchia: Industrie alimentari > Industria lattiero-casearia > Produzione di gelati > Produzione di gelati senza vendita diretta al pubblico"
10.61.10,"Attività: Molitura del frumento

Questa attività **esclude**:
- selezione e cernita semi e granaglie, cfr. 01.64
- produzione di farina e fecola di patate, cfr. 10.31
- macinatura umida del granoturco, cfr. 10.62

Gerarchia: Industrie alimentari > Lavorazione delle granaglie, produzione di amidi e di prodotti amidacei > Lavorazione delle granaglie > Molitura del frumento"
10.61.20,"Attività: Molitura di altri cereali

Questa attività **esclude**:
- selezione e cernita semi e granaglie, cfr. 01.64
- produzione di farina e fecola di patate, cfr. 10.31
- macinatura umida del granoturco, cfr. 10.62

Gerarchia: Industrie alimentari > Lavorazione delle granaglie, produzione di amidi e di prodotti amidacei > Lavorazione delle granaglie > Molitura di altri cereali"
10.61.30,"Attività: Lavorazione del riso

Questa attività **esclude**:
- selezione e cernita semi e granaglie, cfr. 01.64
- produzione di farina e fecola di patate, cfr. 10.31
- macinatura umida del granoturco, cfr. 10.62

Gerarchia: Industrie alimentari > Lavorazione delle granaglie, produzione di amidi e di prodotti amidacei > Lavorazione delle granaglie > Lavorazione del riso"
10.61.40,"Attività: Altre lavorazioni di semi e granaglie

Questa attività **include**:
- produzione di farina o sfarinati di legumi da granella secchi, di radici o tuberi o di frutta in guscio commestibile
- produzione di cereali per la prima colazione
- produzione di preparati e farine miscelate e impasti per prodotti di panetteria, pasticceria e biscotteria

Questa attività **esclude**:
- selezione e cernita semi e granaglie, cfr. 01.64
- produzione di farina e fecola di patate, cfr. 10.31
- macinatura umida del granoturco, cfr. 10.62

Gerarchia: Industrie alimentari > Lavorazione delle granaglie, produzione di amidi e di prodotti amidacei > Lavorazione delle granaglie > Altre lavorazioni di semi e granaglie"
10.62.00,"Attività: Produzione di amidi e di prodotti amidacei (inclusa produzione di olio di mais)

Questa attività **include**:
- produzione di amidi di riso, patate, mais eccetera
- macinatura umida del granoturco
- produzione di glucosio, sciroppo di glucosio, maltosio, inulina eccetera
- produzione di glutine
- produzione di farina di tapioca e succedanei
- produzione di olio di semi di granoturco (olio di mais)

Questa attività **esclude**:
- produzione di lattosio (zucchero del latte), cfr. 10.51
- produzione di zucchero di canna o barbabietola, cfr. 10.81

Gerarchia: Industrie alimentari > Lavorazione delle granaglie, produzione di amidi e di prodotti amidacei > Produzione di amidi e di prodotti amidacei > Produzione di amidi e di prodotti amidacei (inclusa produzione di olio di mais)"
10.71.10,"Attività: Produzione di prodotti di panetteria freschi

Questa attività **include**:
- produzione di prodotti di panetteria freschi con eventuale negozio annesso per la vendita anche al dettaglio
- produzione di pane, panini, cialde eccetera
- produzione di rustici, pizzette ed altre specialità salate da forno

Questa attività **esclude**:
- produzione di paste alimentari, cfr. 10.73
- attività delle pasticcerie, cfr. 56.10

Gerarchia: Industrie alimentari > Produzione di prodotti da forno e farinacei > Produzione di pane; prodotti di pasticceria freschi > Produzione di prodotti di panetteria freschi"
10.71.20,"Attività: Produzione di pasticceria fresca

Questa attività **esclude**:
- produzione di paste alimentari, cfr. 10.73
- attività delle pasticcerie, cfr. 56.10

Gerarchia: Industrie alimentari > Produzione di prodotti da forno e farinacei > Produzione di pane; prodotti di pasticceria freschi > Produzione di pasticceria fresca"
10.72.00,"Attività: Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati

Questa attività **include**:
- produzione di fette biscottate, biscotti ed altri prodotti secchi da forno
- produzione di prodotti di pasticceria conservati
- produzione di prodotti per snack dolci o salati (cracker, salatini eccetera)

Gerarchia: Industrie alimentari > Produzione di prodotti da forno e farinacei > Produzione di fette biscottate e di biscotti; produzione di prodotti di pasticceria conservati > Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati"
10.73.00,"Attività: Produzione di paste alimentari, di cuscus e di prodotti farinacei simili

Questa attività **include**:
- produzione di paste alimentari fresche e secche, farcite o meno
- produzione di cuscus
- produzione di paste alimentari in scatola o surgelate
- produzione di gnocchi

Questa attività **esclude**:
- produzione di piatti preparati a base di cuscus, cfr. 10.85
- produzione di zuppe a base di pasta, cfr. 10.89

Gerarchia: Industrie alimentari > Produzione di prodotti da forno e farinacei > Produzione di paste alimentari, di cuscus e di prodotti farinacei simili"
10.81.00,"Attività: Produzione di zucchero

Questa attività **include**:
- produzione o raffinazione di zucchero (saccarosio) e succedanei derivanti da succo di canna, barbabietola, acero e palma
- produzione di sciroppi di zucchero
- produzione di melassa
- produzione di sciroppo e zucchero d'acero

Gerarchia: Industrie alimentari > Produzione di altri prodotti alimentari > Produzione di zucchero"
10.82.00,"Attività: Produzione di cacao in polvere, cioccolato, caramelle e confetterie

Questa attività **include**:
- produzione di cacao in polvere, burro di cacao, grasso e olio di cacao
- produzione di cioccolato e di dolciumi al cioccolato
- produzione di confetti e dolciumi a base di zucchero: caramelle, confetti aromatici, torroni, caramelle fondenti, cioccolato bianco
- produzione di gomme da masticare
- lavorazione dolciaria di frutta, frutta in guscio, scorze di frutta ed altre parti di piante
- produzione di caramelle e pastiglie
- produzione di budini e creme da tavola, prodotti a base di frutta in guscio, incluse le paste a base di cioccolato da spalmare

Gerarchia: Industrie alimentari > Produzione di altri prodotti alimentari > Produzione di cacao, cioccolato, caramelle e confetterie > Produzione di cacao in polvere, cioccolato, caramelle e confetterie"
10.83.01,"Attività: Lavorazione del caffè

Questa attività **include**:
- decaffeinazione e torrefazione del caffè
- produzione di prodotti a base di caffè: caffè macinato, caffè solubile, estratti e concentrati di caffè
- produzione di succedanei del caffè
- confezionamento di caffè macinato, incluso quello in cialde

Questa attività **esclude**:
- produzione di inulina, cfr. 10.62
- produzione di bevande alcoliche distillate, birra, vino e analcolici, cfr. divisione 11
- preparazione di prodotti botanici per uso farmaceutico, cfr. 21.20
- preparazione di tisane medicinali, cfr. 21.20

Gerarchia: Industrie alimentari > Produzione di altri prodotti alimentari > Lavorazione del tè e del caffè > Lavorazione del caffè"
10.83.02,"Attività: Lavorazione del tè e di altri preparati per infusi

Questa attività **include**:
- miscelatura di tè e matè
- produzione di estratti e preparati a base di tè o matè
- preparazione di infusi (menta, verbena, camomilla eccetera) e di prodotti simili di erboristeria
- confezionamento di tè, incluso quello in bustine

Questa attività **esclude**:
- produzione di inulina, cfr. 10.62
- produzione di bevande alcoliche distillate, birra, vino e analcolici, cfr. divisione 11
- preparazione di prodotti botanici per uso farmaceutico, cfr. 21.20
- preparazione di tisane medicinali, cfr. 21.20

Gerarchia: Industrie alimentari > Produzione di altri prodotti alimentari > Lavorazione del tè e del caffè > Lavorazione del tè e di altri preparati per infusi"
10.84.00,"Attività: Produzione di condimenti e spezie

Questa attività **include**:
- produzione di spezie, salse e condimenti non a base di carne o pesce: maionese, farina e polvere di senape, senape preparata eccetera
- produzione di aceto
- trattamento del sale commestibile, ad esempio sale iodato
- produzione di esaltatori di sapidità a base di glutammato eccetera

Questa attività **esclude**:
- coltivazione di prodotti destinati alla produzione di spezie, cfr. 01.28
- produzione di sale da tavola senza ulteriori trattamenti, cfr. 08.93
- produzione di estratti e succhi di carne, pesce, crostacei o molluschi, cfr. 10.89

Gerarchia: Industrie alimentari > Produzione di altri prodotti alimentari > Produzione di condimenti e spezie"
10.85.01,"Attività: Produzione di piatti pronti a base di carne e pollame

Questa attività **esclude**:
- produzione di alimenti pronti deperibili a base di frutta o ortaggi, cfr. 10.39
- produzione di alimenti deperibili preparati, come sandwich, cfr. 10.89
- commercio all'ingrosso di pasti e piatti pronti, cfr. 46.38
- commercio al dettaglio di pasti e piatti pronti, cfr. 47.11, 47.29
- aziende che forniscono servizi di ristorazione, cfr. 56.29

Gerarchia: Industrie alimentari > Produzione di altri prodotti alimentari > Produzione di pasti e piatti preparati > Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati) > Produzione di piatti pronti a base di carne e pollame"
10.85.02,"Attività: Produzione di piatti pronti a base di pesce, inclusi fish and chips

Questa attività **esclude**:
- produzione di alimenti pronti deperibili a base di frutta o ortaggi, cfr. 10.39
- produzione di alimenti deperibili preparati, come sandwich, cfr. 10.89
- commercio all'ingrosso di pasti e piatti pronti, cfr. 46.38
- commercio al dettaglio di pasti e piatti pronti, cfr. 47.11, 47.29
- aziende che forniscono servizi di ristorazione, cfr. 56.29

Gerarchia: Industrie alimentari > Produzione di altri prodotti alimentari > Produzione di pasti e piatti preparati > Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati) > Produzione di piatti pronti a base di pesce, inclusi fish and chips"
